Wall time,Step,Value
1650761663.326076,0,0.8433488011360168
1650761969.678839,1,0.4281374514102936
1650762275.907122,2,0.34968453645706177
1650762582.500049,3,0.29671770334243774
1650762895.651975,4,0.24174149334430695
1650763202.083935,5,0.23521706461906433
1650763509.619346,6,0.2560359239578247
1650763814.536884,7,0.27865171432495117
1650764114.380042,8,0.198327898979187
1650764413.00842,9,0.18069276213645935
1650764712.198241,10,0.15680934488773346
1650765010.444947,11,0.14895793795585632
1650765310.268384,12,0.11430874466896057
1650765617.305583,13,0.13534070551395416
1650765922.58243,14,0.1283882111310959
1650766230.629853,15,0.12630595266819
1650766543.320907,16,0.1036171242594719
1650766855.736086,17,0.09475221484899521
1650767161.865228,18,0.09962738305330276
1650767460.735988,19,0.08900100737810135
1650767759.635184,20,0.10462652891874313
1650768066.337221,21,0.07099434733390808
1650768370.737399,22,0.07466553151607513
1650768679.196045,23,0.06889694184064865
1650768983.70836,24,0.04866204410791397
1650769282.30294,25,0.06568547338247299
1650769584.653449,26,0.041844192892313004
1650769889.671206,27,0.04560079798102379
1650770197.547873,28,0.04342106729745865
1650770505.211046,29,0.0333452969789505
1650770811.004394,30,0.032226111739873886
1650771109.783391,31,0.029850613325834274
1650771417.182421,32,0.024108752608299255
1650771730.640792,33,0.030372772365808487
1650772045.78595,34,0.024098368361592293
1650772351.819292,35,0.02265101857483387
1650772652.03543,36,0.024512967094779015
1650772951.166774,37,0.014888589270412922
1650773252.708276,38,0.013854234479367733
1650773560.313196,39,0.013396147638559341
1650773867.12563,40,0.016277799382805824
1650774174.138124,41,0.0140345124527812
1650774482.033896,42,0.010456882417201996
1650774782.354908,43,0.009212523698806763
1650775088.180377,44,0.015461239032447338
1650775394.632477,45,0.013522506691515446
1650775694.423201,46,0.008552715182304382
1650775994.252837,47,0.006818690802901983
1650776294.428272,48,0.007705890107899904
1650776615.705912,49,0.008504576049745083
