Wall time,Step,Value
1654204405.499307,0,1.1307878494262695
1654204596.414253,1,0.7173229455947876
1654204789.394232,2,0.43395960330963135
1654204981.326066,3,0.41419076919555664
1654205175.639266,4,0.29948341846466064
1654205369.096023,5,0.2894400358200073
1654205564.757829,6,0.40425896644592285
1654205768.162481,7,0.25454771518707275
1654205962.671229,8,0.19414226710796356
1654206157.68695,9,0.17338237166404724
1654206352.557279,10,0.2630942761898041
1654206546.647958,11,0.2082897126674652
1654206739.884825,12,0.1413535475730896
1654206932.635254,13,0.12883195281028748
1654207127.15407,14,0.10588714480400085
1654207319.753319,15,0.09760404378175735
1654207513.867305,16,0.08947837352752686
1654207707.470327,17,0.07833034545183182
1654207902.595441,18,0.0765484943985939
1654208094.832734,19,0.10704495012760162
1654208290.87972,20,0.06699095666408539
1654208485.307637,21,0.058329127728939056
1654208679.135529,22,0.05204141139984131
1654208873.209153,23,0.05106661096215248
1654209066.359969,24,0.0640111193060875
1654209260.915384,25,0.05295475199818611
1654209455.219943,26,0.040093377232551575
1654209648.822191,27,0.05903853848576546
1654209841.377954,28,0.03864331170916557
1654210034.506372,29,0.038235679268836975
1654210228.545816,30,0.035665858536958694
1654210422.784941,31,0.03546810895204544
1654210617.000656,32,0.025213895365595818
1654210811.092406,33,0.02681470289826393
1654211003.73186,34,0.026982828974723816
1654211198.553145,35,0.02342316135764122
1654211390.2345,36,0.030515512451529503
1654211584.334023,37,0.016884934157133102
1654211779.436352,38,0.015813997015357018
1654211973.057482,39,0.02039441466331482
1654212166.930227,40,0.01879410818219185
1654212359.99589,41,0.01457204669713974
1654212555.032968,42,0.015500812791287899
1654212747.709801,43,0.015362812206149101
1654212941.118317,44,0.010017328895628452
1654213135.931436,45,0.01545160822570324
1654213330.623056,46,0.011220925487577915
1654213523.356994,47,0.010523026809096336
1654213716.977385,48,0.009604176506400108
1654213910.732238,49,0.006966682616621256
