Wall time,Step,Value
1650712961.560055,0,2.2942075729370117
1650713158.61335,1,2.278865098953247
1650713350.415917,2,2.261399507522583
1650713547.006822,3,1.9536300897598267
1650713741.394014,4,2.038764238357544
1650713936.187207,5,1.6089296340942383
1650714131.369368,6,1.6806483268737793
1650714322.628129,7,1.460030436515808
1650714510.59538,8,1.2174783945083618
1650714699.215559,9,1.0654115676879883
1650714893.176292,10,1.022248387336731
1650715084.004689,11,0.8543767333030701
1650715272.894452,12,0.7905966639518738
1650715462.195566,13,0.6347239017486572
1650715650.812422,14,0.5445885062217712
1650715839.70261,15,0.45581531524658203
1650716028.807522,16,0.38169389963150024
1650716220.207551,17,0.29416176676750183
1650716412.348311,18,0.27080878615379333
1650716603.385799,19,0.2251410335302353
1650716794.830684,20,0.20815348625183105
1650716983.199896,21,0.19424255192279816
1650717172.549411,22,0.14626935124397278
1650717361.359633,23,0.15300537645816803
1650717550.298883,24,0.11055900156497955
1650717739.050147,25,0.11326242983341217
1650717927.007375,26,0.10207951813936234
1650718115.404105,27,0.08782310783863068
1650718303.934932,28,0.09010425955057144
1650718491.878733,29,0.07166580110788345
1650718679.909016,30,0.07797552645206451
1650718868.061735,31,0.061338525265455246
1650719056.726279,32,0.06276307255029678
1650719245.657821,33,0.06356694549322128
1650719434.157986,34,0.05532565340399742
1650719623.157793,35,0.05369194969534874
1650719815.71184,36,0.04702826961874962
1650720012.212283,37,0.0463569276034832
1650720203.233355,38,0.04408562555909157
1650720392.521303,39,0.051786091178655624
1650720581.759809,40,0.03358742222189903
1650720772.471634,41,0.03423463925719261
1650720961.897475,42,0.04293536767363548
1650721151.570307,43,0.037605322897434235
1650721341.491266,44,0.03062496706843376
1650721530.254488,45,0.04090296849608421
1650721719.649138,46,0.035841528326272964
1650721908.188172,47,0.02864062786102295
1650722097.30833,48,0.03120485506951809
1650722286.2323,49,0.029685068875551224
