Wall time,Step,Value
1650642673.182745,0,2.7825798988342285
1650642874.900495,1,2.6382687091827393
1650643077.490563,2,2.416224956512451
1650643283.226147,3,1.9606986045837402
1650643493.701512,4,1.7514115571975708
1650643697.190457,5,1.4157769680023193
1650643902.656184,6,1.3840720653533936
1650644111.535045,7,1.1809613704681396
1650644320.42327,8,0.969623863697052
1650644525.231256,9,0.785946249961853
1650644732.536931,10,0.7339129447937012
1650644938.644274,11,0.6617226600646973
1650645146.819437,12,0.5738933682441711
1650645354.070074,13,0.5505862832069397
1650645560.174383,14,0.49415355920791626
1650645766.201871,15,0.4508097469806671
1650645974.592713,16,0.4237508773803711
1650646182.90611,17,0.36385679244995117
1650646389.685189,18,0.33027079701423645
1650646594.428854,19,0.29756391048431396
1650646796.843425,20,0.27774977684020996
1650647002.310423,21,0.24396176636219025
1650647206.406292,22,0.20998671650886536
1650647415.031638,23,0.21555696427822113
1650647621.055084,24,0.19330379366874695
1650647824.935859,25,0.17859406769275665
1650648026.380884,26,0.15937362611293793
1650648230.449278,27,0.14941349625587463
1650648433.881857,28,0.13742782175540924
1650648641.070546,29,0.12679104506969452
1650648847.790928,30,0.10920265316963196
1650649055.609,31,0.1111883744597435
1650649260.751937,32,0.10088054835796356
1650649464.329033,33,0.10377813875675201
1650649672.041506,34,0.09646540135145187
1650649875.850436,35,0.09167629480361938
1650650080.598612,36,0.0767926424741745
1650650287.590918,37,0.07538174092769623
1650650494.423849,38,0.07567392289638519
1650650701.60973,39,0.07050762325525284
1650650908.527887,40,0.06874321401119232
1650651115.401061,41,0.06923790276050568
1650651322.972897,42,0.06330756843090057
1650651527.839867,43,0.06007019057869911
1650651732.884233,44,0.06046000123023987
1650651939.061456,45,0.054300885647535324
1650652147.124588,46,0.060097262263298035
1650652355.387428,47,0.05625937506556511
1650652561.605244,48,0.05093465745449066
1650652768.101538,49,0.04962678253650665
