Wall time,Step,Value
1650748400.388162,0,3.197404623031616
1650748653.772134,1,2.8357620239257812
1650748906.19731,2,2.513277769088745
1650749159.515844,3,1.8125593662261963
1650749406.061623,4,1.579815149307251
1650749654.749388,5,1.3145277500152588
1650749907.23897,6,0.9372130632400513
1650750154.589427,7,0.7875993251800537
1650750399.913289,8,0.6415830850601196
1650750649.719431,9,0.5263218283653259
1650750897.869433,10,0.45870524644851685
1650751144.125408,11,0.3801208436489105
1650751388.597418,12,0.33403676748275757
1650751633.563121,13,0.31263190507888794
1650751877.735662,14,0.2946705222129822
1650752123.853442,15,0.26286718249320984
1650752369.432877,16,0.23299585282802582
1650752614.318862,17,0.22617261111736298
1650752859.42313,18,0.212842658162117
1650753104.01605,19,0.18433533608913422
1650753353.300446,20,0.16186322271823883
1650753600.050822,21,0.1546441614627838
1650753845.331705,22,0.13700513541698456
1650754090.470062,23,0.11424915492534637
1650754339.143391,24,0.12190014123916626
1650754588.824147,25,0.12871326506137848
1650754833.470586,26,0.1026368960738182
1650755078.250513,27,0.0978001281619072
1650755327.570952,28,0.08125714212656021
1650755578.750675,29,0.07498997449874878
1650755826.272126,30,0.07070436328649521
1650756075.001655,31,0.06224016100168228
1650756326.500704,32,0.057658933103084564
1650756578.062535,33,0.061139099299907684
1650756827.520295,34,0.057652562856674194
1650757080.790457,35,0.047756046056747437
1650757329.789014,36,0.04343654587864876
1650757574.961823,37,0.041028134524822235
1650757823.211459,38,0.04081248492002487
1650758068.518629,39,0.038016822189092636
1650758318.090877,40,0.03575018420815468
1650758568.10662,41,0.029111666604876518
1650758818.543485,42,0.031008219346404076
1650759066.014147,43,0.027759473770856857
1650759314.658521,44,0.023977473378181458
1650759559.805756,45,0.028152674436569214
1650759806.796872,46,0.02557002194225788
1650760055.981373,47,0.02617652155458927
1650760307.825338,48,0.020369358360767365
1650760555.437656,49,0.022764891386032104
