Wall time,Step,Value
1650465075.919904,0,3.097984790802002
1650465468.863096,1,2.750948905944824
1650465854.507815,2,2.6647489070892334
1650466262.834691,3,2.2653210163116455
1650466649.458288,4,2.3778233528137207
1650467037.119356,5,2.0038535594940186
1650467424.918065,6,1.824960470199585
1650467815.69579,7,1.59581458568573
1650468225.448724,8,1.5729602575302124
1650468637.480983,9,1.4466344118118286
1650469026.627631,10,1.3165245056152344
1650469418.570596,11,1.1619784832000732
1650469808.050765,12,0.9053872227668762
1650470195.248019,13,0.797761082649231
1650470580.732906,14,0.7073948383331299
1650470965.551603,15,0.6583856344223022
1650471349.066423,16,0.6047050356864929
1650471730.796284,17,0.5399456024169922
1650472113.061,18,0.49895960092544556
1650472494.476952,19,0.46076688170433044
1650472883.42122,20,0.42357420921325684
1650473270.894003,21,0.3978034257888794
1650473660.323064,22,0.3639238476753235
1650474049.575917,23,0.3420877158641815
1650474432.144708,24,0.3114052712917328
1650474823.359823,25,0.28993940353393555
1650475212.762251,26,0.2683495879173279
1650475596.421158,27,0.258952796459198
1650475981.560837,28,0.2358936220407486
1650476374.186574,29,0.22523446381092072
1650476773.833741,30,0.20915921032428741
1650477173.065214,31,0.19545088708400726
1650477569.816083,32,0.1810881346464157
1650477955.559696,33,0.16791334748268127
1650478344.307295,34,0.16783806681632996
1650478731.612008,35,0.1416611522436142
1650479126.450444,36,0.1310472935438156
1650479528.627485,37,0.12088502198457718
1650479917.962062,38,0.12004555016756058
1650480311.053042,39,0.11311910301446915
1650480702.086015,40,0.1086326465010643
1650481089.119999,41,0.10198413580656052
1650481472.029026,42,0.09180649369955063
1650481877.945093,43,0.08800168335437775
1650482259.760443,44,0.09443005919456482
1650482646.148225,45,0.08345764875411987
1650483028.771212,46,0.07759670168161392
1650483409.452408,47,0.07030325382947922
1650483791.074966,48,0.07628148049116135
1650484194.489358,49,0.06601467728614807
