Wall time,Step,Value
1677788133.087501,0,2.2799782752990723
1677788288.830735,1,2.0250496864318848
1677788442.999691,2,1.823187232017517
1677788596.238664,3,1.714663028717041
1677788750.009615,4,1.4147802591323853
1677788903.927998,5,1.439255714416504
1677789058.572435,6,1.1170711517333984
1677789215.989099,7,1.088720440864563
1677789370.398371,8,1.0010687112808228
1677789526.246626,9,0.8852340579032898
1677789679.451644,10,0.8146034479141235
1677789837.249102,11,0.6761807799339294
1677789993.742239,12,0.6598911285400391
1677790148.97512,13,0.5670456290245056
1677790303.344137,14,0.4655737578868866
1677790459.06359,15,0.4275747537612915
1677790615.004692,16,0.4089754521846771
1677790769.78312,17,0.350859671831131
1677790927.229345,18,0.31568989157676697
1677791081.566399,19,0.28446340560913086
1677791239.546671,20,0.28328126668930054
1677791396.012712,21,0.2049456238746643
1677791552.108662,22,0.20325346291065216
1677791707.13131,23,0.18408720195293427
1677791864.025654,24,0.15571069717407227
1677792021.341465,25,0.15148280560970306
1677792178.779755,26,0.13536547124385834
1677792333.917347,27,0.13320302963256836
1677792491.705196,28,0.1127864345908165
1677792645.86131,29,0.10323119163513184
1677792805.548569,30,0.10509636253118515
1677792963.003337,31,0.08114191889762878
1677793118.89625,32,0.08414862304925919
1677793275.500861,33,0.07145651429891586
1677793430.076798,34,0.07052833586931229
1677793586.334235,35,0.06864724308252335
1677793743.430112,36,0.06351996958255768
1677793897.526359,37,0.05647019296884537
1677794054.510609,38,0.05488857999444008
1677794210.249741,39,0.05233326554298401
1677794366.349033,40,0.04252482205629349
1677794522.800121,41,0.055196650326251984
1677794677.999655,42,0.055863458663225174
1677794833.13379,43,0.041781485080718994
1677794992.262591,44,0.03196321800351143
1677795150.592046,45,0.041330620646476746
1677795307.213319,46,0.037893954664468765
1677795462.439527,47,0.03481246903538704
1677795616.706697,48,0.03631894290447235
1677795771.049802,49,0.031096000224351883
